cve_id,description,published_date,cvss_score,vendor_raw,software_raw,vendor,software,software_version,operatig_system,source,reason,trigger,attacker_action,user_interaction,system_state,network_access,privilege,vulnerability_type,consequences
CVE-2023-3087,"The FluentSMTP plugin for WordPress is vulnerable to Stored Cross-Site Scripting via an email subject in versions up to, and including, 2.2.4 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",2023-07-12T04:38:52.072Z,7.2,techjewel,"FluentSMTP – WP Mail SMTP, Amazon SES, SendGrid, MailGun and Any SMTP Connector Plugin",WordPress,FluentSMTP plugin,up to and including 2.2.4,,email subject,insufficient input sanitization and output escaping,an email subject,inject arbitrary web scripts in pages,"Yes, user needs to access an injected page",,Remote,Unauthenticated,Stored Cross-Site Scripting (XSS),execution of arbitrary web scripts when a user accesses an injected page
CVE-2023-51500,Missing Authorization vulnerability in Undsgn Uncode Core.This issue affects Uncode Core: from n/a through 2.8.8.,2024-04-17T10:47:57.383Z,7.7,Undsgn,Uncode Core,Undsgn,Uncode Core,from n/a through 2.8.8,,Authorization functionality,Missing Authorization,,Attempt unauthorized access,No,,Remote,Unauthenticated,Missing Authorization vulnerability,Potential unauthorized access to functionality or data
CVE-2023-6700,"The Cookie Information | Free GDPR Consent Solution plugin for WordPress is vulnerable to arbitrary option updates due to a missing capability check on its AJAX request handler in versions up to, and including, 2.0.22. This makes it possible for authenticated attackers, with subscriber-level access or higher, to edit arbitrary site options which can be used to create administrator accounts.",2024-02-05T21:21:41.583Z,8.8,cookieinformation,Cookie Information | Free GDPR Consent Solution,WordPress,Cookie Information | Free GDPR Consent Solution plugin,up to and including 2.0.22,,AJAX request handler,missing capability check,arbitrary option updates,edit arbitrary site options to create administrator accounts,No,,Remote,Authenticated with subscriber-level access or higher,Arbitrary option updates,Creation of administrator accounts
CVE-2023-41353,"Chunghwa Telecom NOKIA G-040W-Q has a vulnerability of weak password requirements. A remote attacker with regular user privilege can easily infer the administrator password from system information after logging system, resulting in admin access and performing arbitrary system operations or disrupt service.",2023-11-03T05:48:22.031Z,8.8,Chunghwa Telecom,NOKIA G-040W-Q,Chunghwa Telecom,NOKIA G-040W-Q,,,Weak password requirements,Weak password policy,Logging into the system and inferring password from system information,Infer administrator password and perform arbitrary system operations,"Yes, logging into the system",Regular user privilege access,Remote,Regular user privilege,Weak password requirements,Admin access and potential disruption of service
CVE-2023-35949,Multiple stack-based buffer overflow vulnerabilities exist in the readOFF.cpp functionality of libigl v2.4.0. A specially-crafted .off file can lead to a buffer overflow. An attacker can arbitrary code execution to trigger these vulnerabilities.This vulnerability exists within the code responsible for parsing geometric faces of an OFF file.,2024-05-28T14:02:43.211Z,7.8,libigl,libigl,libigl,libigl,v2.4.0,,readOFF.cpp functionality,code responsible for parsing geometric faces of an OFF file,A specially-crafted .off file,Create and execute a specially-crafted .off file,"Yes, user needs to open the file",,Local,,Stack-based buffer overflow,Arbitrary code execution
CVE-2023-31076,Unauth. Reflected Cross-Site Scripting (XSS) vulnerability in Really Simple Plugins Recipe Maker For Your Food Blog from Zip Recipes plugin <= 8.0.6 versions.,2023-08-17T08:44:53.942Z,7.1,Really Simple Plugins,Recipe Maker For Your Food Blog from Zip Recipes,Really Simple Plugins,Recipe Maker For Your Food Blog from Zip Recipes plugin,<= 8.0.6,,User input reflected on the webpage without proper sanitization,Lack of proper input validation and sanitization,Visiting a specially crafted URL,Trick user into visiting a specially crafted malicious link,"Yes, user needs to visit a crafted link",,Remote,Unauthenticated,Reflected Cross-Site Scripting (XSS),Execution of arbitrary scripts in the context of the user's browser session
CVE-2023-45677,"stb_vorbis is a single file MIT licensed library for processing ogg vorbis files. A crafted file may trigger out of bounds write in `f->vendor[len] = (char)'\0';`. The root cause is that if `len` read in `start_decoder` is a negative number and `setup_malloc` successfully allocates memory in that case, but memory write is done with a negative index `len`. Similarly if len is INT_MAX the integer overflow len+1 happens in `f->vendor = (char*)setup_malloc(f, sizeof(char) * (len+1));` and `f->comment_list[i] = (char*)setup_malloc(f, sizeof(char) * (len+1));`. This issue may lead to code execution.",2023-10-20T23:26:49.582Z,7.3,nothings,stb,stb,stb_vorbis,,,f->vendor and f->comment_list memory allocation and assignment,Improper handling of negative or extremely large values for len,Crafted file with specific 'len' value,Craft a malicious ogg vorbis file with specific 'len' values,"Yes, user must process a crafted file",Memory allocation with negative or extremely large 'len' value,Local,,Out of Bounds Write,Potential code execution
CVE-2023-1356,Reflected cross-site scripting in the StudentSearch component in IDAttend’s IDWeb application 3.1.052 and earlier allows hijacking of a user’s browsing session by attackers who have convinced the said user to click on a malicious link.,2023-10-25T10:28:58.144Z,7.5,IDAttend Pty Ltd,IDWeb,IDAttend,IDWeb application,3.1.052 and earlier,,StudentSearch component,Reflected cross-site scripting vulnerability,User clicks on a malicious link,Convince user to click on a malicious link,"Yes, user must click a link",,Remote,Unauthenticated,Reflected cross-site scripting,Hijacking of a user's browsing session
CVE-2023-43548,Memory corruption while parsing qcp clip with invalid chunk data size.,2024-03-04T10:48:53.494Z,7.3,"Qualcomm, Inc.",Snapdragon,,,,,parsing qcp clip,invalid chunk data size,parsing qcp clip with invalid chunk data size,provide a qcp clip with invalid chunk data,"Yes, user needs to open or parse the qcp clip",Parsing state,,,Memory corruption,Potential arbitrary code execution or crash
CVE-2023-29522,"XWiki Platform is a generic wiki platform offering runtime services for applications built on top of it. Any user with view rights can execute arbitrary script macros including Groovy and Python macros that allow remote code execution including unrestricted read and write access to all wiki contents. The attack works by opening a non-existing page with a name crafted to contain a dangerous payload. This issue has been patched in XWiki 14.4.8, 14.10.3 and 15.0RC1. Users are advised to upgrade. There are no known workarounds for this vulnerability.",2023-04-18T23:38:22.571Z,9.9,xwiki,xwiki-platform,XWiki,XWiki Platform,"prior to 14.4.8, 14.10.3, and 15.0RC1",,arbitrary script macros including Groovy and Python macros,lack of validation allowing execution of arbitrary script macros,opening a non-existing page with a crafted name,execute arbitrary script macros for remote code execution,"Yes, user must open a crafted non-existing page",Any user with view rights can exploit,Remote,User with view rights,Remote Code Execution,"Unrestricted read and write access to all wiki contents, remote code execution"
CVE-2023-2297,"The Profile Builder – User Profile & User Registration Forms plugin for WordPress is vulnerable to unauthorized password resets in versions up to, and including 3.9.0. This is due to the plugin using native password reset functionality, with insufficient validation on the password reset function (wppb_front_end_password_recovery). The function uses the plaintext value of a password reset key instead of a hashed value which means it can easily be retrieved and subsequently used. An attacker can leverage CVE-2023-0814, or another vulnerability like SQL Injection in another plugin or theme installed on the site to successfully exploit this vulnerability.",2023-04-26T23:30:18.376Z,9.8,reflectionmedia,Profile Builder – User Profile & User Registration Forms,WordPress,Profile Builder – User Profile & User Registration Forms plugin,up to and including 3.9.0,,password reset function (wppb_front_end_password_recovery),"insufficient validation on the password reset function, uses plaintext password reset key instead of hashed value",use of password reset functionality with insufficient validation,retrieve and use plaintext password reset key; leverage CVE-2023-0814 or another vulnerability,No,,Remote,Unauthenticated,Unauthorized password reset,Unauthorized password resets
CVE-2023-35317,Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability,2023-07-11T17:02:36.983Z,7.8,Microsoft,Windows Server 2019,Microsoft,Windows Server Update Service (WSUS),,Windows,Not specified,Not specified,Not specified,Unspecific,Not specified,Not specified,Not specified,Not specified,Elevation of Privilege,Not specified
CVE-2023-22919,The post-authentication command injection vulnerability in the Zyxel NBG6604 firmware version V1.01(ABIR.0)C0 could allow an authenticated attacker to execute some OS commands remotely by sending a crafted HTTP request.,2023-05-01T00:00:00,8.8,Zyxel,NBG6604 firmware,Zyxel,NBG6604 firmware,V1.01(ABIR.0)C0,,Post-authentication command handling in the firmware,Improper validation of input in HTTP requests,Sending a crafted HTTP request,Execute some OS commands remotely,No,Authenticated state required,Remote,Authenticated,Command Injection,Execute arbitrary OS commands remotely
CVE-2023-4214,"The AppPresser plugin for WordPress is vulnerable to unauthorized password resets in versions up to, and including 4.2.5. This is due to the plugin generating too weak a reset code, and the code used to reset the password has no attempt or time limit.",2023-11-18T01:54:34.583Z,8.1,scottopolis,AppPresser – Mobile App Framework,WordPress,AppPresser plugin,up to and including 4.2.5,,Password reset functionality,The plugin generates a weak reset code with no attempt or time limit,Exploiting the weak reset code,Attempt unauthorized password resets,No,,Remote,Unauthenticated,Unauthorized password resets,Potential unauthorized access to user accounts
